GHGRP ID,Landfill ID,Landfill Name,State,Physical Address,City,County,Zip Code,Latitude,Longitude,Ownership Type,Landfill Owner Organization(s),Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Waste in Place (tons),Waste in Place Year,LFG Collection System In Place?,LFG Collected (mmscfd),LFG Flared (mmscfd),Project ID,Current Project Status,Project Name,Project Start Date,Project Shutdown Date,Project Type Category,LFG Energy Project Type,RNG Delivery Method,Actual MW Generation,Rated MW Capacity,LFG Flow to Project (mmscfd),Current Year Emission Reductions (MMTCO2e/yr) - Direct,Current Year Emission Reductions (MMTCO2e/yr) - Avoided
1006173,2090,West Hawaii Landfill/Puuanahulu,HI,71-1111 Queen Kaahumanu Highway,Waikoloa,Hawaii,96738,19.889013,-155.880297,Public,"Hawaii County, HI",1993,2049,Open,"3,404,076",2022,Yes,0.304,0.304,180146-0,Candidate,,,,Unknown,Unknown,,,,,,
,21155,Benton County Sanitary Landfill,IA,7904 20th Avenue,Blairstown,Benton,52209,41.875716,-92.096757,Public,"Benton County, IA",,,Open,,,Unknown,,,201386-0,Unknown,,,,Unknown,Unknown,,,,,,
1000287,614,Black Hawk County SLF (Area E),IA,1509 East Washburn Road,Waterloo,Black Hawk,50701,42.414,-92.32758,Public,"Black Hawk County SWM Commission, IA",1975,2054,Open,"6,703,383",2022,Yes,,,684-0,Operational,Project #1,8/29/2024,,Renewable Natural Gas,Other,Pipeline Injection,,,1.728,0.1694,0.0149
1011956,615,Boone County Landfill,IA,1268 224th Lane,Boone,Boone,50036,42.02985,-93.9194,Public,"Boone County, IA",1970,2038,Open,"2,282,443",2022,No,,,685-0,Candidate,,,,Unknown,Unknown,,,,,,
1006036,11701,Carroll County Sanitary Landfill,IA,19111 Kittyhawk Avenue,Carroll,Carroll,51401,42.07127,-94.90601,Public,Carroll County Solid Waste Management Commission,1973,2034,Open,"1,651,061",2022,No,,,181037-0,Candidate,,,,Unknown,Unknown,,,,,,
,21156,Cass County Sanitary Landfill,IA,65928 Jackson Road,Atlantic,Cass,50022,41.37859,-94.92788,Public,"Cass County, IA",,,Open,,,Unknown,,,201387-0,Unknown,,,,Unknown,Unknown,,,,,,
1001766,632,Cedar Rapids Linn County Solid Waste Landfill #1,IA,2250 A Street SW,Cedar Rapids,Linn,52404,41.96469,-91.65193,Public,Cedar Rapids-Linn County Solid Waste Agency,1965,2013,Closed,"6,000,000",2012,Yes,0.494,0.494,180844-0,Shutdown,Project #2,1/1/2006,6/1/2008,Direct,Direct Thermal,,,,2.3,,
1001766,632,Cedar Rapids Linn County Solid Waste Landfill #1,IA,2250 A Street SW,Cedar Rapids,Linn,52404,41.96469,-91.65193,Public,Cedar Rapids-Linn County Solid Waste Agency,1965,2013,Closed,"6,000,000",2012,Yes,0.494,0.494,702-0,Shutdown,Project #1,7/15/1986,12/31/2005,Electricity,Steam Turbine,,,,2.3,,
1001949,631,Cedar Rapids Linn County Solid Waste Landfill #2,IA,1954 County Home Road,Marion,Linn,52302,42.09371,-91.55547,Public,Cedar Rapids-Linn County Solid Waste Agency,1972,2036,Open,"4,685,977",2022,Yes,1,,701-0,Operational,Project #1,5/31/2013,,Electricity,Cogeneration,,1.6,1.6,,0.0810,0.0077
1007673,623,Central Disposal Landfill,IA,21265 - 430th Street,Lake Mills,Winnebago,50450,43.382,-93.572,Private,WM,1972,2277,Open,"6,693,457",2022,Yes,0.929,0.055,693-0,Operational,Project #1,3/18/2006,,Electricity,Reciprocating Engine,,1.56,4,0.875,0.0789,0.0075
,11662,Cherokee County Sanitary Landfill,IA,1805 Linden Street,Cherokee,Cherokee,51012,42.734733,-95.524642,Unknown,,,2147,Open,,,Unknown,,,181034-0,Unknown,,,,Unknown,Unknown,,,,,,
1014285,620,City of Newton Sanitary Landfill,IA,3202 Highway 14 S,Newton,Jasper,50208,41.671,-93.0655,Public,"City of Newton, IA",1945,2040,Open,"1,732,846",2022,No,,,690-0,Candidate,,,,Unknown,Unknown,,,,,,
1002599,616,Clinton County SLF (East),IA,4292 220th Street,Clinton,Clinton,52732,41.85905,-90.25866,Public,"Clinton County Area Solid Waste Agency, IA",1974,2031,Open,"2,144,444",2022,No,,,686-0,Candidate,,,,Unknown,Unknown,,,,,,
1002610,617,Des Moines County Regional Sanitary Landfill,IA,13758 Washington Road,West Burlington,Des Moines,52655,40.849,-91.196,Public,"Des Moines County Regional Solid Waste Commission, IA",1964,2099,Open,"3,046,941",2022,Yes,0.144,,687-0,Operational,Project #1,5/31/2013,,Direct,Leachate Evaporation,,,,0.144,0.0141,0.0012
1007690,618,Dickinson Landfill Inc.,IA,2575 190th Street,Spirit Lake,Dickinson,51360,43.37178,-95.07733,Private,WM,1975,2168,Open,"1,995,631",2022,Yes,0.271,0.271,688-0,Candidate,,,,Unknown,Unknown,,,,,,
1000473,619,Dubuque Metropolitan SLF,IA,101 Airborne Road,Dubuque,Dubuque,52003,42.45501,-90.77686,Public,"Dubuque Metropolitan Area Solid Waste Agency, IA",1976,2053,Open,"4,405,905",2022,Yes,1.033,0,689-0,Operational,Project #1,10/15/2021,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,0.385,0.0378,0.0030
1001102,2092,Fayette County Landfill,IA,10275 Kornhill Road,Fayette,Fayette,52142,42.82,-91.792,Public,"Fayette County Solid Waste Management Commission, IA",1983,2009,Closed,"275,484",2001,No,,,180150-0,Low Potential,,,,Unknown,Unknown,,,,,,
,21157,Floyd-Mitchell-Chickasaw Counties Landfill,IA,3354 330th Street,Elma,Mitchell,50628,43.236747,-92.560748,Public,"Floyd Mitchell Chickasaw Counties Solid Waste Management Agency, IA",1973,,Open,,,Unknown,,,201388-0,Unknown,,,,Unknown,Unknown,,,,,,
,21158,Fremont County Sanitary Landfill,IA,2879 250th Street,Sidney,Fremont,51652,40.690489,-95.64234,Public,"Fremont County Sanitary Landfill Commission, IA",,,Open,,,Unknown,,,201389-0,Unknown,,,,Unknown,Unknown,,,,,,
1006153,630,Great River Regional Solid Waste Authority Landfill,IA,2092 303rd Avenue,Fort Madison,Lee,52627,40.656,-91.3095,Public,"Great River Regional Waste Authority, IA",1984,2030,Open,"2,221,815",2022,No,,,700-0,Candidate,,,,Unknown,Unknown,,,,,,
,21159,Harrison County Sanitary Landfill,IA,2812 E. Highway 30,Logan,Harrison,51546,41.640812,-95.76831,Public,"Harrison County Landfill Commission, IA",,,Open,,,Unknown,,,201390-0,Unknown,,,,Unknown,Unknown,,,,,,
1003812,10300,Iowa City SLF,IA,3900 Hebl Avenue SW,Iowa City,Johnson,52246,41.645,-91.624,Public,"City of Iowa City, IA",1972,2044,Open,"4,957,632",2022,Yes,1.385,1.385,180859-0,Candidate,,,,Unknown,Unknown,,,,,,
,21160,Iowa County Sanitary Landfill,IA,3369 Highway 6 Trail,Homestead,Iowa,52236,41.764875,-91.833059,Public,"Regional Environmental Improvement Commission of Iowa County (REIC), IA",,,Open,,,Unknown,,,201391-0,Unknown,,,,Unknown,Unknown,,,,,,
1006749,11601,Landfill of North Iowa,IA,15942 Killdeer Avenue,Clear Lake,Cerro Gordo,50428,43.126,-93.3003,Public,Landfill of North Iowa,1971,2044,Open,"3,605,700",2022,No,,,181028-0,Candidate,,,,Unknown,Unknown,,,,,,
1003990,11781,Loess Hills Regional SLF,IA,59722 290th Street,Malvern,Mills,51551,41.022,-95.639,Private,Waste Connections Inc. - Central Region,1973,2056,Open,"11,133,869",2022,Yes,1.023,1.023,181045-0,Operational,Project #1,9/29/2023,,Renewable Natural Gas,Other,Pipeline Injection,,,2.16,0.2118,0.0187
1014520,21161,Mahaska County Sanitary Landfill,IA,2979 US Highway 63,Oskaloosa,Mahaska,52577,41.224726,-92.647692,Public,"Mahaska County Solid Waste Management Commission, IA",1988,2039,Open,"1,475,146",2022,No,,,201392-0,Candidate,,,,Unknown,Unknown,,,,,,
1010983,626,Marshall County SLF,IA,2313 Marshalltown Boulevard,Marshalltown,Marshall,50158,42.036,-92.982,Public,"Marshall County Solid Waste Management Comm., IA",1975,2027,Open,"1,386,284",2022,No,,,696-0,Candidate,,,,Unknown,Unknown,,,,,,
1007727,624,Metro Park East Landfill,IA,"12181 University Avenue NE
12161 12th Avenue NE",Mitchellville,Polk,50169,41.600722,-93.345265,Public,"Metro Waste Authority, IA",1972,2057,Open,"22,919,749",2022,Yes,4.75,0.006,694-0,Operational,Project #1,1/1/1993,,Electricity,Reciprocating Engine,,5.65,6.4,2.57,0.2859,0.0273
1007727,624,Metro Park East Landfill,IA,"12181 University Avenue NE
12161 12th Avenue NE",Mitchellville,Polk,50169,41.600722,-93.345265,Public,"Metro Waste Authority, IA",1972,2057,Open,"22,919,749",2022,Yes,4.75,0.006,694-1,Operational,"Project #1, Expansion #1",5/1/2014,,Electricity,Reciprocating Engine,,4.24,4.8,2.18,0.2146,0.0205
,21162,Metro Park West Landfill,IA,2499 337th Street,Perry,Dallas,50220,41.864805,-94.162246,Public,"Metro Waste Authority, IA",,,Open,,,Unknown,,,201393-0,Unknown,,,,Unknown,Unknown,,,,,,
,21163,Montgomery County Sanitary Landfill,IA,1704 L Avenue,Red Oak,Montgomery,51566,41.057814,-95.150908,Private,Iowa Waste Services LLC,1974,2011,Closed,,,Unknown,,,201394-0,Unknown,,,,Unknown,Unknown,,,,,,
1003605,633,Muscatine County SLF,IA,3700 U.S. Highway 61 N,Blue Grass,Muscatine,52726,41.5173,-90.843,Public,"City of Muscatine, IA",1976,2032,Open,"2,298,208",2022,No,,,703-0,Candidate,,,,Unknown,Unknown,,,,,,
1010979,2055,North Central Iowa Regional SWA Sanitary Landfill,IA,"2240 Gypsum Hollow Road
2240 Landfill Drive",Fort Dodge,Webster,50501,42.47227,-94.169712,Public,North Central Iowa Regional Solid Waste Agency,1976,2027,Open,"2,892,459",2022,No,,,170806-0,Candidate,,,,Unknown,Unknown,,,,,,
,21164,Northern Plains Regional Landfill,IA,3032 420th Avenue,Graettinger,Palo Alto,51342,43.21016,-94.75247,Public,"City of Spencer, IA",,,Open,,,Unknown,,,201395-0,Unknown,,,,Unknown,Unknown,,,,,,
1010524,627,Northwest Iowa Area SWA Landfill,IA,4540 360th Street,Sheldon,Sioux,51201,43.1299,-95.894119,Public,"Northwest Iowa Area Solid Waste Agency, IA",1974,2082,Open,"2,536,162",2022,No,,,697-0,Candidate,,,,Unknown,Unknown,,,,,,
,10220,Oak Ridge Landfill,IA,1900 River Road,Council Bluffs,Pottawattamie,51501-7023,41.241,-95.90679,Unknown,,,,Unknown,,,Unknown,,,180846-0,Unknown,,,,Unknown,Unknown,,,,,,
1002609,628,Ottumwa-Wapello County SLF,IA,13277 165th Avenue,Ottumwa,Wapello,52501,41.08,-92.473,Public,"Ottumwa-Wapello Solid Waste Commission, IA",1975,2058,Open,"1,693,276",2022,No,,,698-0,Planned,Project #1,12/31/2025,,Electricity,Reciprocating Engine,,,,,,
,21165,Page County Sanitary Landfill,IA,2032 N Avenue,Clarinda,Page,51632,40.750904,-95.110657,Public,"Page County, IA",1975,,Open,,,Unknown,,,201396-0,Unknown,,,,Unknown,Unknown,,,,,,
,625,Poweshiek County SLF,IA,,Malcolm,Poweshiek,,41.74614,-92.55877,Public,"South Central Iowa Solid Waste Agency, IA",1977,1995,Closed,"326,040",,No,,,695-0,Low Potential,,,,Unknown,Unknown,,,,,,
,21166,RIWMA Landfill,IA,20488 M Avenue,Eldora,Hardin,50627,42.40687,-93.245378,Public,"Rural Iowa Waste Management Association, IA",,,Open,,,Unknown,,,201397-0,Unknown,,,,Unknown,Unknown,,,,,,
,21171,Sac County Landfill,IA,2430 260th,Sac City,Sac,50583,42.41019,-95.101219,Public,"Sac County Solid Waste Agency, IA",,2016,Closed,,,Unknown,,,201402-0,Unknown,,,,Unknown,Unknown,,,,,,
1002564,634,Scott Area SLF,IA,11555 110th Avenue County Road Y-48,Davenport,Scott,52804,41.47444,-90.68864,Public,"Waste Commission of Scott County, IA",1977,2053,Open,"5,168,489",2022,Yes,0.637,0.637,201367-0,Planned,Project #2,1/1/2025,,Renewable Natural Gas,Other,Pipeline Injection,,,,,
1002564,634,Scott Area SLF,IA,11555 110th Avenue County Road Y-48,Davenport,Scott,52804,41.47444,-90.68864,Public,"Waste Commission of Scott County, IA",1977,2053,Open,"5,168,489",2022,Yes,0.637,0.637,704-0,Shutdown,Project #1,1/1/1997,6/30/2018,Direct,Direct Thermal,,,,0.45,,
,21167,SEMCO Landfill,IA,29997 Highway 78 West,Richland,Keokuk,52585,41.181234,-92.024355,Public,"Southeast Iowa Multi-County Solid Waste Agency, IA",,,Open,,,Unknown,,,201398-0,Unknown,,,,Unknown,Unknown,,,,,,
,621,Sioux City SLF,IA,,Sioux City,Woodbury,51101,42.383,-96.0177,Private,"Siouxland Environmental Services, Inc.",1974,2008,Closed,"1,144,000",,No,,,691-0,Low Potential,,,,Unknown,Unknown,,,,,,
1010982,21130,South Central Iowa Landfill,IA,2496 Highway 92,Winterset,Madison,50273,41.339,-93.955,Public,"South Central Iowa Landfill Agency, IA",1978,2027,Open,"1,321,356",2022,No,,,201359-0,Candidate,,,,Unknown,Unknown,,,,,,
1002691,622,South Central Iowa Sanitary Landfill,IA,1736 Hwy T-17,Tracy,Marion,50256,41.25995,-92.95676,Public,"South Central Iowa Solid Waste Agency, IA",1977,2046,Open,"1,898,465",2022,No,,,692-0,Candidate,,,,Unknown,Unknown,,,,,,
,21168,South Dallas County Sanitary Landfill,IA,2000 Main Street,Adel,Dallas,50003,41.620605,-94.040214,Public,"South Dallas County Landfill Agency, IA",,,Open,,,Unknown,,,201399-0,Unknown,,,,Unknown,Unknown,,,,,,
,21169,Tama County Sanitary Landfill,IA,2872 K Avenue,Toledo,Tama,52342,42.027799,-92.568628,Public,"Tama County Landfill Commission, IA",,,Open,,,Unknown,,,201400-0,Unknown,,,,Unknown,Unknown,,,,,,
,629,Van Buren County SLF,IA,,Douds,Van Buren,,,,Public,Van Buren Solid Waste Management Agency,1975,1994,Closed,"104,866",,No,,,699-0,Low Potential,,,,Unknown,Unknown,,,,,,
,21170,Wayne-Ringgold-Decatur County Sanitary Landfill,IA,21377 125th Avenue,Grand River,Decatur,50108,40.733385,-93.962667,Public,"Wayne-Ringgold-Decatur County Solid Waste Commission, IA",,,Open,,,Unknown,,,201401-0,Unknown,,,,Unknown,Unknown,,,,,,
1000382,2046,Winneshiek County Sanitary Landfill,IA,2000 140th Avenue,Decorah,Winneshiek,52101,43.225,-91.67,Public,"Winneshiek County, IA",1974,2045,Open,"1,895,934",2022,No,,,167131-0,Candidate,,,,Unknown,Unknown,,,,,,
1003446,2165,Ada County Landfill,ID,10300 Seamans Gulch Road,Boise,Ada,83714,43.698,-116.283,Public,"Ada County, ID",1972,2100,Open,"16,705,122",2022,Yes,3.511,2.082,180242-0,Operational,Project #1,7/31/2006,,Electricity,Reciprocating Engine,,2.4,3.2,1.43,0.1214,0.0116
1003446,2165,Ada County Landfill,ID,10300 Seamans Gulch Road,Boise,Ada,83714,43.698,-116.283,Public,"Ada County, ID",1972,2100,Open,"16,705,122",2022,Yes,3.511,2.082,201002-0,Planned,Project #2,12/31/2024,,Renewable Natural Gas,Other,Pipeline Injection,,,,,
,2166,"Aitco, Inc. Non / Msw Site",ID,,Weippe,Clearwater,,,,Private,"Aitco, Inc.",,,Unknown,,,No,,,180243-0,Unknown,,,,Unknown,Unknown,,,,,,
,2187,Bear Lake County Landfill,ID,"175 Willowbrook Lane
off Highway 89",Montpelier,Bear Lake,83254,42.3213,-111.2479,Public,"Bear Lake County, ID",1973,2042,Open,,,No,,,180264-0,Unknown,,,,Unknown,Unknown,,,,,,
,2167,Bennett Road Landfill,ID,"Bennett Road, East of Mountain Home",Mountain Home,Elmore,83647,43.078,-115.576,Public,"Elmore County, ID",1988,2070,Open,,,No,,,180244-0,Unknown,,,,Unknown,Unknown,,,,,,
,2168,Bingham County / Fielding / Goshen Landfill,ID,700 North 1125 East,Shelley,Bingham,83274,43.297,-112.07,Public,"Bingham County, ID",,2000,Closed,,,No,,,180245-0,Low Potential,,,,Unknown,Unknown,,,,,,
,2169,Bingham County Landfill-Ridge Road,ID,1100 E Mountain View Road,Blackfoot,Bingham,83221,43.297,-112.075,Public,"Bingham County, ID",1987,2002,Closed,,,No,,,180246-0,Low Potential,,,,Unknown,Unknown,,,,,,
,2170,Boise County Warm Springs Municipal Landfill,ID,"Warm Springs Road & Centerville Road
3 miles West of Idaho City",Idaho City,Boise,83631,43.8526,-115.8737,Private,"Boise County, ID",,,Closed,,,No,,,180247-0,Unknown,,,,Unknown,Unknown,,,,,,
,2171,Bonneville County Landfill,ID,9449 E. Sunnyside,Idaho Falls,Bonneville,83402,43.4288,-111.8572,Public,"Bonneville County, ID",1993,,Open,,,No,,,180248-0,Unknown,,,,Unknown,Unknown,,,,,,
,2172,Boundary County Landfill,ID,"611 Hillcrest Road
Off County Road 29",Bonners Ferry,Boundary,83805,48.718577,-116.317134,Public,"Boundary County, ID",1971,,Open,,,No,,,180249-0,Unknown,,,,Unknown,Unknown,,,,,,
,2174,Butte County Howe Landfill,ID,1550 W,Howe,Butte,83244,43.7885,-113.015,Public,"Butte County, ID",,,Open,,,No,,,180251-0,Unknown,,,,Unknown,Unknown,,,,,,
,2173,Butte County Landfill,ID,"Landfill Road East of Arco
Arco Pass Road",Arco,Butte,83213,,,Public,"Butte County, ID",,,Open,,,No,,,180250-0,Unknown,,,,Unknown,Unknown,,,,,,
1002441,2183,Circular Butte Sanitary LF,ID,1571 N 800 E,Terreton,Jefferson,83450,43.851,-112.539,Public,"Jefferson County, ID",1996,2050,Open,"548,967",2014,No,,,180260-0,Future Potential,,,,Unknown,Unknown,,,,,,
,2190,Clay Peak Landfill,ID,2560 Highway 52,Payette,Payette,83661,44.064474,-116.861139,Public,"Payette County, ID",1993,2085,Open,"977,483",2007,No,,,180267-0,Future Potential,,,,Unknown,Unknown,,,,,,
1006763,2067,Fighting Creek Farm Landfill,ID,22089 U.S. 95,Coeur d' Alene,Kootenai,83814,47.534,-116.934,Public,County of Kootenai,1993,2039,Open,"3,977,677",2022,Yes,0.674,0.036,180114-0,Shutdown,Project #1,2/26/1999,9/30/2014,Direct,Leachate Evaporation,,,,0.65,,
1006763,2067,Fighting Creek Farm Landfill,ID,22089 U.S. 95,Coeur d' Alene,Kootenai,83814,47.534,-116.934,Public,County of Kootenai,1993,2039,Open,"3,977,677",2022,Yes,0.674,0.036,181103-0,Operational,Project #2,3/1/2012,,Electricity,Reciprocating Engine,,1.45,3.2,0.76,0.0734,0.0070
1002699,1988,Fort Hall Mine Landfill,ID,1500 N. Fort Hall Mine Road,Pocatello,Bannock,83204,42.782,-112.375,Public,"Bannock County, ID",1943,2060,Open,"3,885,307",2022,Yes,0.717,0.192,167073-0,Operational,Project #1,4/14/2014,,Electricity,Reciprocating Engine,,1.22,3.2,0.52,0.0617,0.0059
,2178,Franklin County Sanitary Landfill,ID,2655 N 2200 E,Preston,Franklin,83263,42.1433,-111.8192,Public,"Franklin County, ID",1968,2007,Closed,,,No,,,180255-0,Low Potential,,,,Unknown,Unknown,,,,,,
,2179,Garden Valley Non-Municipal Landfill,ID,,Boise,Ada,,,,Private,"Boise County, ID",,,Unknown,,,No,,,180256-0,Unknown,,,,Unknown,Unknown,,,,,,
,2180,Glenns Ferry Landfill,ID,Interstate 84 & Hwy 30,Glenns Ferry,Elmore,83623,,,Public,"Elmore County, ID",1958,2050,Open,,,No,,,180257-0,Unknown,,,,Unknown,Unknown,,,,,,
,2177,Goodrich Landfill,ID,"Goodrich Road
2 miles west of I-95",Council,Adams,83612,44.635,-116.486,Public,"Adams County, ID",,,Open,,,No,,,180254-0,Unknown,,,,Unknown,Unknown,,,,,,
,2181,Hub Butte Landfill,ID,2900 N. 2800 E.,Twin Falls,Twin Falls,83301,42.4182,-114.4991,Public,"Twin Falls County, ID",1994,,Open,,,No,,,180258-0,Unknown,,,,Unknown,Unknown,,,,,,
,2182,Island Park Sanitary Landfill,ID,3970 Kilgore-Yale Road,Island Park,Fremont,83429,44.4505,-111.3705,Public,"Fremont County, ID",1980,,Open,"50,000",2009,No,,,180259-0,Future Potential,,,,Unknown,Unknown,,,,,,
,2184,Latah Sanitary Landfill,ID,3299 Highway 8,Moscow,Latah,83843,46.71,-116.902,Private,Latah Sanitation Inc,1971,1993,Closed,,,No,,,180261-0,Low Potential,,,,Unknown,Unknown,,,,,,
,2185,Lemhi County Landfill 1,ID,"Landfill Rd
off of Hot Springs Rd",Salmon,Lemhi,83467,45.118893,-113.861523,Public,"Lemhi County, ID",1980,,Open,,,No,,,180262-0,Unknown,,,,Unknown,Unknown,,,,,,
,2188,Lemhi County Landfill 2,ID,"Landfill Road
off of Hot Springs Road",Salmon,Lemhi,83467,45.126,-113.833,Public,"Lemhi County, ID",1993,2015,Closed,,,No,,,180265-0,Unknown,,,,Unknown,Unknown,,,,,,
1004840,2191,Milner Butte Landfill,ID,1050 West 400 South,Burley,Cassia,83318,42.462,-114.005,Public,"Southern Idaho Regional Solid Waste District, ID",1994,2060,Open,"5,332,566",2022,Yes,0.977,0.008,180268-0,Operational,Project #1,6/27/2018,,Electricity,Reciprocating Engine,,2.09,2.6,0.969,0.1058,0.0101
1004840,2191,Milner Butte Landfill,ID,1050 West 400 South,Burley,Cassia,83318,42.462,-114.005,Public,"Southern Idaho Regional Solid Waste District, ID",1994,2060,Open,"5,332,566",2022,Yes,0.977,0.008,180268-1,Operational,"Project #1, Expansion #1",6/30/2023,,Electricity,Reciprocating Engine,,,1.3,,0.0000,0.0000
1007349,20895,Mud Lake Landfill,ID,925 E. Salmon Highway,Terreton,Jefferson,83450,43.854,-112.508,Public,"Jefferson County, ID",1970,1996,Closed,"313,070",1996,No,,,201110-0,Low Potential,,,,Unknown,Unknown,,,,,,
,2189,Oneida County Sanitary Landfill,ID,1750 N Old Highway 191,Malad City,Oneida,83252,42.210098,-112.237099,Unknown,,1981,2002,Closed,,,No,,,180266-0,Low Potential,,,,Unknown,Unknown,,,,,,
1000783,2175,Pickles Butte SLF,ID,15500 Missouri Avenue,Nampa,Canyon,83686,43.493,-116.704,Public,"Canyon County, ID",1983,2035,Open,"6,443,737",2022,Yes,1.152,1.152,180252-0,Low Potential,,,,Unknown,Unknown,,,,,,
1008253,20702,Simco Road Regional Landfill,ID,16415 NW Waste Site Drive,Mayfield,Elmore,83716,43.256283,-115.902837,Private,"Idaho Regional Waste Services, LLC",2000,2150,Open,"3,066,373",2022,No,,,200909-0,Candidate,,,,Unknown,Unknown,,,,,,
,2192,St. Anthony Landfill,ID,716 N 2400 E,St Anthony,Fremont,83445,43.9808,-111.6779,Public,"Fremont County, ID",1965,,Open,"75,000",2009,No,,,180269-0,Future Potential,,,,Unknown,Unknown,,,,,,
1001754,2193,Teton County Landfill,ID,114 E 25 N,Driggs,Teton,83422,43.726,-111.073,Public,"Teton County, ID",1980,2007,Closed,,,No,,,180270-0,Low Potential,,,,Unknown,Unknown,,,,,,
1003742,1859,31st Street Landfill,IL,11700 West 31st Street,Westchester,Cook,60154,41.83894,-87.91497,Private,Archdiocese of Chicago,1960,1982,Closed,"9,582,454",1982,Yes,0.993,0.993,166905-0,Shutdown,Project #1,10/1/2004,12/31/2017,Electricity,Reciprocating Engine,,2.68,3.5,1.22,,
1002094,500,ADS/McLean County LF #2,IL,2105 W. Oakland Avenue,Bloomington,McLean,61704,40.472866,-89.037718,Private,"Republic Services, Inc.",1990,2018,Closed,"2,626,797",2018,Yes,0.928,0.138,565-0,Operational,Project #1,1/1/2020,,Direct,Boiler,,,,0.791,0.0776,0.0068
,503,Alton Municipal Landfill,IL,4550 N. Alby Street,Godfrey,Madison,62035,38.928,-90.179,Public,"City of Alton, IL",1976,1992,Closed,"660,557",1990,No,,,568-0,Low Potential,,,,Unknown,Unknown,,,,,,
,1858,American Grading Company,IL,5100 Lawndale Avenue,McCook,Cook,60525,,,Private,American Grading Company,1954,1995,Closed,"7,000,000",,Yes,,,166904-0,Shutdown,Project #1,1/1/1998,9/1/2005,Electricity,Reciprocating Engine,,3.6,,,,
1003744,521,Beecher Landfill,IL,1055 W. Goodenow Road,Beecher,Will,60401,41.3915,-87.6388,Private,WM,1972,1996,Closed,"4,613,270",1996,Yes,0.43,0.223,586-0,Shutdown,Project #1,6/1/2006,1/1/2014,Electricity,Reciprocating Engine,,1.53,2.12,0.73,0.0000,0.0000
1003744,521,Beecher Landfill,IL,1055 W. Goodenow Road,Beecher,Will,60401,41.3915,-87.6388,Private,WM,1972,1996,Closed,"4,613,270",1996,Yes,0.43,0.223,586-1,Shutdown,"Project #1, Expansion #1",10/1/2008,1/1/2014,Electricity,Reciprocating Engine,,0.77,1.06,0.36,0.0000,0.0000
1003744,521,Beecher Landfill,IL,1055 W. Goodenow Road,Beecher,Will,60401,41.3915,-87.6388,Private,WM,1972,1996,Closed,"4,613,270",1996,Yes,0.43,0.223,586-2,Operational,"Project #1, Re-Start",10/5/2015,,Electricity,Reciprocating Engine,,0.56,3.18,0.207,0.0283,0.0027
1004353,1856,Belleville Sanitary LF,IL,2381 Park Road,Belleville,St. Clair,62220,38.48359,-90.011824,Private,"Republic Services, Inc.",1974,1993,Closed,"2,343,402",1993,Yes,0.121,0.121,166902-0,Low Potential,,,,Unknown,Unknown,,,,,,
